wallet,chain,time,transfer_type,transfer_method,token_name,token_symbol,amount,amount_usd
W25,bsc,2023-02-09 21:31:26,swap_out,out,CryptoZoon,ZOON,984.3063265,0.00
W25,bsc,2023-02-09 21:32:23,swap_in,in,Wrapped BNB,WBNB,0.07132874749,22.08
W25,bsc,2023-02-09 21:32:23,swap_out,out,CryptoZoon,ZOON,587.3415918,0.00
W25,bsc,2023-02-09 21:32:23,swap_out,out,CryptoZoon,ZOON,28779.738,0.00
W25,bsc,2023-02-10 4:26:13,swap_in,in,Wrapped BNB,WBNB,0.2099914938,64.46
W25,bsc,2023-02-10 4:26:13,swap_out,out,CryptoZoon,ZOON,84739.82257,0.00
W25,bsc,2023-02-10 4:26:13,swap_out,out,CryptoZoon,ZOON,1729.384134,0.00
W25,bsc,2023-02-10 4:26:58,swap_in,in,Wrapped BNB,WBNB,0.09837436711,30.20
W25,bsc,2023-02-10 4:26:58,swap_out,out,CryptoZoon,ZOON,39682.46858,0.00
W25,bsc,2023-02-10 4:26:58,swap_out,out,CryptoZoon,ZOON,809.8462976,0.00
W25,bsc,2023-02-10 5:36:22,swap_in,in,Wrapped BNB,WBNB,0.3219061297,98.41
W25,bsc,2023-02-10 5:36:22,swap_out,out,CryptoZoon,ZOON,2647.293408,0.00
W25,bsc,2023-02-10 5:36:22,swap_out,out,CryptoZoon,ZOON,129717.377,0.00
W25,bsc,2023-02-10 7:42:34,swap_in,in,Wrapped BNB,WBNB,0.09920889496,30.48
W25,bsc,2023-02-10 7:42:34,swap_out,out,CryptoZoon,ZOON,815.4410612,0.00
W25,bsc,2023-02-10 7:42:34,swap_out,out,CryptoZoon,ZOON,39956.612,0.00
W25,bsc,2023-02-10 9:40:09,swap_in,in,Wrapped BNB,WBNB,0.02189168489,6.74
W25,bsc,2023-02-10 9:40:09,swap_out,out,CryptoZoon,ZOON,180,0.00
W25,bsc,2023-02-10 9:40:09,swap_out,out,CryptoZoon,ZOON,8820,0.00
W25,bsc,2023-02-10 15:56:32,swap_out,out,Wrapped BNB,WBNB,0.02027942151,6.24
W25,bsc,2023-02-10 15:56:32,swap_in,in,CryptoZoon,ZOON,8379,0.00
W25,bsc,2023-02-10 16:04:05,swap_in,in,Wrapped BNB,WBNB,0.09904975795,30.27
W25,bsc,2023-02-10 16:04:05,swap_out,out,CryptoZoon,ZOON,813.9263265,0.00
W25,bsc,2023-02-10 16:04:05,swap_out,out,CryptoZoon,ZOON,39882.39,0.00
W25,bsc,2023-02-11 5:20:28,swap_out,out,Wrapped BNB,WBNB,0.2860392366,87.98
W25,bsc,2023-02-11 5:20:28,swap_in,in,CryptoZoon,ZOON,118201.1766,0.00
W25,bsc,2023-02-11 9:53:47,swap_out,out,Wrapped BNB,WBNB,0.07421418341,22.81
W25,bsc,2023-02-11 9:53:47,swap_in,in,CryptoZoon,ZOON,30681.81903,0.00
W25,bsc,2023-02-11 20:45:13,swap_out,out,Wrapped BNB,WBNB,0.003589587521,1.10
W25,bsc,2023-02-11 20:45:13,swap_in,in,CryptoZoon,ZOON,1484.162741,0.00
W25,bsc,2023-02-12 0:33:00,swap_out,out,Wrapped BNB,WBNB,0.01527910499,4.70
W25,bsc,2023-02-12 0:33:00,swap_in,in,CryptoZoon,ZOON,6317.5,0.00
W25,bsc,2023-02-12 14:59:39,swap_out,out,Wrapped BNB,WBNB,0.04638512532,14.30
W25,bsc,2023-02-12 14:59:39,swap_in,in,CryptoZoon,ZOON,19180.5,0.00
W25,bsc,2023-02-12 20:07:22,swap_in,in,Wrapped BNB,WBNB,0.01,3.20
W25,bsc,2023-02-12 20:07:22,swap_out,out,CryptoZoon,ZOON,82.29188974,0.00
W25,bsc,2023-02-12 20:07:22,swap_out,out,CryptoZoon,ZOON,4032.302597,0.00
W25,bsc,2023-02-13 5:43:5,swap_in,in,Wrapped BNB,WBNB,0.008506504717,2.66
W25,bsc,2023-02-13 5:43:05,swap_out,out,CryptoZoon,ZOON,3430,0.00
W25,bsc,2023-02-13 5:43:05,swap_out,out,CryptoZoon,ZOON,70,0.00
W25,bsc,2023-02-13 9:25:35,swap_in,in,Wrapped BNB,WBNB,0.05656553252,16.91
W25,bsc,2023-02-13 9:25:35,swap_out,out,CryptoZoon,ZOON,22806.53079,0.00
W25,bsc,2023-02-13 9:25:35,swap_out,out,CryptoZoon,ZOON,465.4394039,0.00
W25,bsc,2023-02-13 17:53:35,swap_out,out,Wrapped BNB,WBNB,0.008095645695,2.31
W25,bsc,2023-02-13 17:53:35,swap_in,in,CryptoZoon,ZOON,3347.189978,0.00
W25,bsc,2023-02-13 17:58:05,swap_in,in,Wrapped BNB,WBNB,0.1005084651,28.64
W25,bsc,2023-02-13 17:58:05,swap_out,out,CryptoZoon,ZOON,826.4546853,0.00
W25,bsc,2023-02-13 17:58:05,swap_out,out,CryptoZoon,ZOON,40496.27958,0.00
W25,bsc,2023-02-13 20:13:16,swap_out,out,Wrapped BNB,WBNB,0.009267197746,2.68
W25,bsc,2023-02-13 20:13:16,swap_in,in,CryptoZoon,ZOON,3830.687467,0.00
W25,bsc,2023-02-14 2:03:11,swap_out,out,Wrapped BNB,WBNB,0.01444887545,4.21
W25,bsc,2023-02-14 2:03:11,swap_in,in,CryptoZoon,ZOON,5972.764084,0.00
W25,bsc,2023-02-14 15:03:34,swap_in,in,Wrapped BNB,WBNB,0.0243129824,7.25
W25,bsc,2023-02-14 15:03:34,swap_out,out,CryptoZoon,ZOON,9800,0.00
W25,bsc,2023-02-14 15:03:34,swap_out,out,CryptoZoon,ZOON,200,0.00
W25,bsc,2023-02-14 18:03:47,swap_in,in,Wrapped BNB,WBNB,0.002309810986,0.68
W25,bsc,2023-02-14 18:03:47,swap_out,out,CryptoZoon,ZOON,931,0.00
W25,bsc,2023-02-14 18:03:47,swap_out,out,CryptoZoon,ZOON,19,0.00
W25,bsc,2023-02-14 18:05:53,swap_in,in,Wrapped BNB,WBNB,0.0001215693726,0.04
W25,bsc,2023-02-14 18:05:53,swap_out,out,CryptoZoon,ZOON,49,0.00
W25,bsc,2023-02-14 18:05:53,swap_out,out,CryptoZoon,ZOON,1,0.00
W25,bsc,2023-02-14 18:39:01,swap_in,in,Wrapped BNB,WBNB,0.00753737384,2.23
W25,bsc,2023-02-14 18:39:01,swap_out,out,CryptoZoon,ZOON,3038,0.00
W25,bsc,2023-02-14 18:39:01,swap_out,out,CryptoZoon,ZOON,62,0.00
W25,bsc,2023-02-14 18:57:10,swap_out,out,Wrapped BNB,WBNB,0.01522305447,4.51
W25,bsc,2023-02-14 18:57:10,swap_in,in,CryptoZoon,ZOON,6292.48004,0.00
W25,bsc,2023-02-15 10:56:38,swap_out,out,Wrapped BNB,WBNB,0.1801903189,53.73
W25,bsc,2023-02-15 10:56:38,swap_in,in,CryptoZoon,ZOON,74500.42181,0.00
W25,bsc,2023-02-15 13:08:49,swap_out,out,Wrapped BNB,WBNB,0.08475087511,25.76
W25,bsc,2023-02-15 13:08:49,swap_in,in,CryptoZoon,ZOON,35052.34548,0.00
W25,bsc,2023-02-15 15:17:30,swap_out,out,Wrapped BNB,WBNB,0.1272912038,38.72
W25,bsc,2023-02-15 15:17:30,swap_in,in,CryptoZoon,ZOON,52660.83815,0.00
W25,bsc,2023-02-15 21:20:31,swap_out,out,Wrapped BNB,WBNB,0.004079898759,1.28
W25,bsc,2023-02-15 21:20:31,swap_in,in,CryptoZoon,ZOON,1688.15,0.00
W25,bsc,2023-02-16 0:22:13,swap_out,out,Wrapped BNB,WBNB,1.465362381,464.93
W25,bsc,2023-02-16 0:22:13,swap_in,in,CryptoZoon,ZOON,607454.776,0.00
W25,bsc,2023-02-16 1:16:22,swap_out,out,Wrapped BNB,WBNB,0.6780811628,215.01
W25,bsc,2023-02-16 1:16:22,swap_in,in,CryptoZoon,ZOON,281858.1847,0.00
W25,bsc,2023-02-16 2:47:14,swap_in,in,Wrapped BNB,WBNB,0.004106789482,1.32
W25,bsc,2023-02-16 2:47:14,swap_out,out,CryptoZoon,ZOON,1666,0.00
W25,bsc,2023-02-16 2:47:14,swap_out,out,CryptoZoon,ZOON,34,0.00
W25,bsc,2023-02-16 7:24:31,swap_out,out,Wrapped BNB,WBNB,0.02283455891,7.39
W25,bsc,2023-02-16 7:24:31,swap_in,in,CryptoZoon,ZOON,9500,0.00
W25,bsc,2023-02-16 10:21:57,swap_out,out,Wrapped BNB,WBNB,0.001338335558,0.43
W25,bsc,2023-02-16 10:21:57,swap_in,in,CryptoZoon,ZOON,556.8129543,0.00
W25,bsc,2023-02-16 12:41:35,swap_out,out,Wrapped BNB,WBNB,0.5846618175,186.61
W25,bsc,2023-02-16 12:41:35,swap_in,in,CryptoZoon,ZOON,243428.6439,0.00
W25,bsc,2023-02-16 16:00:03,swap_out,out,Wrapped BNB,WBNB,0.3738786734,121.26
W25,bsc,2023-02-16 16:00:03,swap_in,in,CryptoZoon,ZOON,155857,0.00
W25,bsc,2023-02-16 16:58:18,swap_out,out,Wrapped BNB,WBNB,1.244619071,403.68
W25,bsc,2023-02-16 16:58:18,swap_in,in,CryptoZoon,ZOON,519906.1134,0.00
W25,bsc,2023-02-17 0:40:34,swap_in,in,Wrapped BNB,WBNB,0.4244778057,129.43
W25,bsc,2023-02-17 0:40:34,swap_out,out,CryptoZoon,ZOON,173081.1645,0.00
W25,bsc,2023-02-17 0:40:34,swap_out,out,CryptoZoon,ZOON,3532.268664,0.00
W25,bsc,2023-02-17 9:50:22,swap_out,out,Wrapped BNB,WBNB,0.02323929228,7.21
W25,bsc,2023-02-17 9:50:22,swap_in,in,CryptoZoon,ZOON,9712.8,0.00
W25,bsc,2023-02-17 10:15:47,swap_in,in,Wrapped BNB,WBNB,0.011131375,3.45
W25,bsc,2023-02-17 10:15:47,swap_out,out,CryptoZoon,ZOON,92.58335029,0.00
W25,bsc,2023-02-17 10:15:47,swap_out,out,CryptoZoon,ZOON,4536.584164,0.00
W25,bsc,2023-02-17 18:20:51,swap_out,out,Wrapped BNB,WBNB,0.003851918929,1.20
W25,bsc,2023-02-17 18:20:51,swap_in,in,CryptoZoon,ZOON,1609.909254,0.00
W25,bsc,2023-02-18 3:08:37,swap_in,in,Wrapped BNB,WBNB,0.07695558121,24.20
W25,bsc,2023-02-18 3:08:37,swap_out,out,CryptoZoon,ZOON,31360,0.00
W25,bsc,2023-02-18 3:08:37,swap_out,out,CryptoZoon,ZOON,640,0.00
W25,bsc,2023-02-18 3:38:12,swap_out,out,Wrapped BNB,WBNB,0.003091855646,0.97
W25,bsc,2023-02-18 3:38:12,swap_in,in,CryptoZoon,ZOON,1292,0.00
W25,bsc,2023-02-18 4:22:46,swap_out,out,Wrapped BNB,WBNB,0.06478697692,20.41
W25,bsc,2023-02-18 4:22:46,swap_in,in,CryptoZoon,ZOON,27075,0.00
W25,bsc,2023-02-18 9:06:45,swap_out,out,Wrapped BNB,WBNB,0.02751218486,8.70
W25,bsc,2023-02-18 9:06:45,swap_in,in,CryptoZoon,ZOON,11498.91417,0.00
W25,bsc,2023-02-18 22:11:15,swap_in,in,Wrapped BNB,WBNB,0.07214199942,22.75
W25,bsc,2023-02-18 22:11:15,swap_out,out,CryptoZoon,ZOON,600,0.00
W25,bsc,2023-02-18 22:11:15,swap_out,out,CryptoZoon,ZOON,29400,0.00
W25,bsc,2023-02-19 5:53:57,swap_in,in,Wrapped BNB,WBNB,0.01262303378,3.98
W25,bsc,2023-02-19 5:53:57,swap_out,out,CryptoZoon,ZOON,104.9735976,0.00
W25,bsc,2023-02-19 5:53:57,swap_out,out,CryptoZoon,ZOON,5143.70628,0.00
W25,bsc,2023-02-19 7:57:21,swap_out,out,Wrapped BNB,WBNB,0.03803035693,12.01
W25,bsc,2023-02-19 7:57:21,swap_in,in,CryptoZoon,ZOON,15892.96577,0.00
W25,bsc,2023-02-19 11:54:38,swap_out,out,Wrapped BNB,WBNB,0.02243534779,7.07
W25,bsc,2023-02-19 11:54:38,swap_in,in,CryptoZoon,ZOON,9376.5,0.00
W25,bsc,2023-02-19 14:21:21,swap_in,in,Wrapped BNB,WBNB,0.3608640397,114.00
W25,bsc,2023-02-19 14:21:21,swap_out,out,CryptoZoon,ZOON,3000,0.00
W25,bsc,2023-02-19 14:21:21,swap_out,out,CryptoZoon,ZOON,147000,0.00
W25,bsc,2023-02-19 22:14:26,swap_in,in,Wrapped BNB,WBNB,0.09,28.18
W25,bsc,2023-02-19 22:14:26,swap_out,out,CryptoZoon,ZOON,36641.03481,0.00
W25,bsc,2023-02-19 22:14:26,swap_out,out,CryptoZoon,ZOON,747.7762205,0.00
W25,bsc,2023-02-20 16:11:50,swap_out,out,Wrapped BNB,WBNB,0.06475015161,20.54
W25,bsc,2023-02-20 16:11:50,swap_in,in,CryptoZoon,ZOON,27033.371,0.00
W25,bsc,2023-02-20 20:13:21,swap_in,in,Wrapped BNB,WBNB,0.3172424943,99.81
W25,bsc,2023-02-20 20:13:21,swap_out,out,CryptoZoon,ZOON,129111.2262,0.00
W25,bsc,2023-02-20 20:13:21,swap_out,out,CryptoZoon,ZOON,2634.922984,0.00
W25,bsc,2023-02-20 20:25:48,swap_out,out,Wrapped BNB,WBNB,0.5006386731,157.51
W25,bsc,2023-02-20 20:25:48,swap_in,in,CryptoZoon,ZOON,209000,0.00
W25,bsc,2023-02-20 20:33:33,swap_out,out,Wrapped BNB,WBNB,0.1895713546,59.64
W25,bsc,2023-02-20 20:33:33,swap_in,in,CryptoZoon,ZOON,79209.24106,0.00
W25,bsc,2023-02-21 5:50:07,swap_out,out,Wrapped BNB,WBNB,0.05436917419,17.14
W25,bsc,2023-02-21 5:50:07,swap_in,in,CryptoZoon,ZOON,22724.3089,14.34
W25,bsc,2023-02-23 17:02:56,swap_out,out,Wrapped BNB,WBNB,0.003675052806,1.13
W25,bsc,2023-02-23 17:02:56,swap_in,in,CryptoZoon,ZOON,1536.15,0.97
W25,bsc,2023-02-23 18:39:47,swap_in,in,Wrapped BNB,WBNB,0.0138675875,4.28
W25,bsc,2023-02-23 18:39:47,swap_out,out,CryptoZoon,ZOON,5652.196376,3.57
W25,bsc,2023-02-23 18:39:47,swap_out,out,CryptoZoon,ZOON,115.3509465,0.07
W25,bsc,2023-02-23 18:45:41,swap_in,in,Wrapped BNB,WBNB,0.00019825,0.06
W25,bsc,2023-02-23 18:45:41,swap_out,out,CryptoZoon,ZOON,80.80193562,0.05
W25,bsc,2023-02-23 18:45:41,swap_out,out,CryptoZoon,ZOON,1.649019094,0.00
W25,bsc,2023-02-24 3:40:44,swap_out,out,Wrapped BNB,WBNB,0.02811891619,8.69
W25,bsc,2023-02-24 3:40:44,swap_in,in,CryptoZoon,ZOON,11753.59342,6.97
W25,bsc,2023-02-24 7:26:56,swap_in,in,Wrapped BNB,WBNB,0.0118,3.66
W25,bsc,2023-02-24 7:26:56,swap_out,out,CryptoZoon,ZOON,98.1564754,0.06
W25,bsc,2023-02-24 7:26:56,swap_out,out,CryptoZoon,ZOON,4809.667295,2.88
W25,bsc,2023-02-24 11:10:17,swap_out,out,Wrapped BNB,WBNB,0.01890740707,5.87
W25,bsc,2023-02-24 11:10:17,swap_in,in,CryptoZoon,ZOON,7903.455984,4.80
W25,bsc,2023-02-24 23:28:56,swap_out,out,Wrapped BNB,WBNB,0.001286047567,0.39
W25,bsc,2023-02-24 23:28:56,swap_in,in,CryptoZoon,ZOON,537.5925759,0.34
W25,bsc,2023-02-25 0:30:14,swap_out,out,Wrapped BNB,WBNB,0.0280005211,8.45
W25,bsc,2023-02-25 0:30:14,swap_in,in,CryptoZoon,ZOON,11705.19094,7.36
W25,bsc,2023-02-25 5:39:55,swap_in,in,Wrapped BNB,WBNB,0.01042487908,3.14
W25,bsc,2023-02-25 5:39:55,swap_out,out,CryptoZoon,ZOON,4249.570597,2.71
W25,bsc,2023-02-25 5:39:55,swap_out,out,CryptoZoon,ZOON,86.72593055,0.06
W25,bsc,2023-02-25 16:27:56,swap_out,out,Wrapped BNB,WBNB,0.01101811492,3.32
W25,bsc,2023-02-25 16:27:56,swap_in,in,CryptoZoon,ZOON,4606.061824,3.13
W25,bsc,2023-02-26 4:01:27,swap_in,in,Wrapped BNB,WBNB,0.01042633889,3.17
W25,bsc,2023-02-26 4:01:27,swap_out,out,CryptoZoon,ZOON,4250.172359,2.79
W25,bsc,2023-02-26 4:01:27,swap_out,out,CryptoZoon,ZOON,86.7382114,0.06
W25,bsc,2023-02-26 6:22:51,swap_out,out,Wrapped BNB,WBNB,0.004084428763,1.24
W25,bsc,2023-02-26 6:22:51,swap_in,in,CryptoZoon,ZOON,1707.460432,1.12
W25,bsc,2023-02-27 14:13:23,swap_in,in,Wrapped BNB,WBNB,0.0060102969,1.84
W25,bsc,2023-02-27 14:13:23,swap_out,out,CryptoZoon,ZOON,2450,1.70
W25,bsc,2023-02-27 14:13:23,swap_out,out,CryptoZoon,ZOON,50,0.03
W25,bsc,2023-02-27 14:59:01,swap_out,out,Wrapped BNB,WBNB,0.001453663129,0.45
W25,bsc,2023-02-27 14:59:01,swap_in,in,CryptoZoon,ZOON,607.6864253,0.42
W25,bsc,2023-02-27 18:35:01,swap_out,out,Wrapped BNB,WBNB,0.004570025963,1.38
W25,bsc,2023-02-27 18:35:01,swap_in,in,CryptoZoon,ZOON,1910.459135,1.32
W25,bsc,2023-02-28 2:47:13,swap_out,out,Wrapped BNB,WBNB,0.2891817172,88.07
W25,bsc,2023-02-28 2:47:13,swap_in,in,CryptoZoon,ZOON,120935,83.95
W25,bsc,2023-02-28 3:16:15,swap_out,out,Wrapped BNB,WBNB,0.02912217227,8.87
W25,bsc,2023-02-28 3:16:15,swap_in,in,CryptoZoon,ZOON,12183.75,8.45
W25,bsc,2023-02-28 5:20:21,swap_out,out,Wrapped BNB,WBNB,0.002513796948,0.76
W25,bsc,2023-02-28 5:20:21,swap_in,in,CryptoZoon,ZOON,1051.731562,0.73
W25,bsc,2023-03-01 11:41:56,swap_out,out,Wrapped BNB,WBNB,0.02728263038,8.30
W25,bsc,2023-03-01 11:41:56,swap_in,in,CryptoZoon,ZOON,11415.03901,7.62
W25,bsc,2023-03-02 7:49:00,swap_out,out,Wrapped BNB,WBNB,0.05823345763,17.43
W25,bsc,2023-03-02 7:49:00,swap_in,in,CryptoZoon,ZOON,24367.5,16.52
W25,bsc,2023-03-02 15:43:34,swap_out,out,Wrapped BNB,WBNB,0.03179171278,9.44
W25,bsc,2023-03-02 15:43:34,swap_in,in,CryptoZoon,ZOON,13304.60832,8.95
W25,bsc,2023-03-03 1:34:43,swap_in,in,Wrapped BNB,WBNB,0.04506519024,13.47
W25,bsc,2023-03-03 1:34:43,swap_out,out,CryptoZoon,ZOON,18389.67443,12.73
W25,bsc,2023-03-03 1:34:43,swap_out,out,CryptoZoon,ZOON,375.2994781,0.26
W25,bsc,2023-03-03 9:04:15,swap_in,in,Wrapped BNB,WBNB,0.04803925642,13.99
W25,bsc,2023-03-03 9:04:15,swap_out,out,CryptoZoon,ZOON,400.02,0.27
W25,bsc,2023-03-03 9:04:15,swap_out,out,CryptoZoon,ZOON,19600.98,13.02
W25,bsc,2023-03-03 11:03:08,swap_out,out,Wrapped BNB,WBNB,0.4797467653,139.42
W25,bsc,2023-03-03 11:03:08,swap_in,in,CryptoZoon,ZOON,200853.788,134.50
W25,bsc,2023-03-03 11:03:20,swap_out,out,Wrapped BNB,WBNB,0.8170890216,237.45
W25,bsc,2023-03-03 11:03:20,swap_in,in,CryptoZoon,ZOON,342652.8495,229.45
W25,bsc,2023-03-03 11:08:08,swap_out,out,Wrapped BNB,WBNB,0.1860809616,54.08
W25,bsc,2023-03-03 11:08:08,swap_in,in,CryptoZoon,ZOON,78134.422,52.32
W25,bsc,2023-03-03 11:08:11,swap_out,out,Wrapped BNB,WBNB,0.09778260281,28.42
W25,bsc,2023-03-03 11:08:11,swap_in,in,CryptoZoon,ZOON,41073.269,27.50
W25,bsc,2023-03-04 9:33:53,swap_out,out,Wrapped BNB,WBNB,0.004830664325,1.40
W25,bsc,2023-03-04 9:33:53,swap_in,in,CryptoZoon,ZOON,2029.370844,1.33
W25,bsc,2023-03-04 12:16:22,swap_out,out,Wrapped BNB,WBNB,0.4816364708,140.21
W25,bsc,2023-03-04 12:16:22,swap_in,in,CryptoZoon,ZOON,202461.7761,133.00
W25,bsc,2023-03-05 7:41:53,swap_in,in,Wrapped BNB,WBNB,0.1029,29.89
W25,bsc,2023-03-05 7:41:53,swap_out,out,CryptoZoon,ZOON,861.2022778,0.56
W25,bsc,2023-03-05 7:41:53,swap_out,out,CryptoZoon,ZOON,42198.91161,27.29
W25,bsc,2023-03-05 8:28:23,swap_out,out,Wrapped BNB,WBNB,0.007159089252,2.08
W25,bsc,2023-03-05 8:28:23,swap_in,in,CryptoZoon,ZOON,3010.501101,1.94
W25,bsc,2023-03-05 21:07:12,swap_out,out,Wrapped BNB,WBNB,0.04845758328,14.04
W25,bsc,2023-03-05 21:07:12,swap_in,in,CryptoZoon,ZOON,20378.56261,13.68
W25,bsc,2023-03-06 5:37:23,swap_out,out,Wrapped BNB,WBNB,0.003506774533,1.00
W25,bsc,2023-03-06 5:37:23,swap_in,in,CryptoZoon,ZOON,1474.852068,0.98
W25,bsc,2023-03-06 17:02:42,swap_out,out,Wrapped BNB,WBNB,0.03010159104,8.68
W25,bsc,2023-03-06 17:02:42,swap_in,in,CryptoZoon,ZOON,12660.43625,8.87
W25,bsc,2023-03-06 18:32:00,swap_in,in,Wrapped BNB,WBNB,0.01189934743,3.43
W25,bsc,2023-03-06 18:32:00,swap_out,out,CryptoZoon,ZOON,4880.275949,3.42
W25,bsc,2023-03-06 18:32:00,swap_out,out,CryptoZoon,ZOON,99.59746835,0.07
W25,bsc,2023-03-06 18:42:01,swap_in,in,Wrapped BNB,WBNB,0.01119935573,3.23
W25,bsc,2023-03-06 18:42:01,swap_out,out,CryptoZoon,ZOON,4593.053535,3.22
W25,bsc,2023-03-06 18:42:01,swap_out,out,CryptoZoon,ZOON,93.73578644,0.07
W25,bsc,2023-03-06 19:09:00,swap_in,in,Wrapped BNB,WBNB,0.007802792574,2.25
W25,bsc,2023-03-06 19:09:00,swap_out,out,CryptoZoon,ZOON,3199.985616,2.23
W25,bsc,2023-03-06 19:09:00,swap_out,out,CryptoZoon,ZOON,65.30582889,0.05
W25,bsc,2023-03-06 19:12:48,swap_in,in,Wrapped BNB,WBNB,0.008138068818,2.35
W25,bsc,2023-03-06 19:12:48,swap_out,out,CryptoZoon,ZOON,3337.417299,2.33
W25,bsc,2023-03-06 19:12:48,swap_out,out,CryptoZoon,ZOON,68.11055712,0.05
W25,bsc,2023-03-06 19:30:43,swap_in,in,Wrapped BNB,WBNB,0.01286464534,3.72
W25,bsc,2023-03-06 19:30:43,swap_out,out,CryptoZoon,ZOON,5275.642628,3.68
W25,bsc,2023-03-06 19:30:43,swap_out,out,CryptoZoon,ZOON,107.6661761,0.08
W25,bsc,2023-03-06 19:37:01,swap_in,in,Wrapped BNB,WBNB,0.007721513485,2.23
W25,bsc,2023-03-06 19:37:01,swap_out,out,CryptoZoon,ZOON,3166.42062,2.21
W25,bsc,2023-03-06 19:37:01,swap_out,out,CryptoZoon,ZOON,64.62082898,0.05
W25,bsc,2023-03-06 19:39:52,swap_in,in,Wrapped BNB,WBNB,0.00868670267,2.51
W25,bsc,2023-03-06 19:39:52,swap_out,out,CryptoZoon,ZOON,3562.148828,2.48
W25,bsc,2023-03-06 19:39:52,swap_out,out,CryptoZoon,ZOON,72.69691485,0.05
W25,bsc,2023-03-06 19:51:13,swap_in,in,Wrapped BNB,WBNB,0.009457283048,2.73
W25,bsc,2023-03-06 19:51:13,swap_out,out,CryptoZoon,ZOON,3878.050542,2.70
W25,bsc,2023-03-06 19:51:13,swap_out,out,CryptoZoon,ZOON,79.14388861,0.06
W25,bsc,2023-03-06 20:27:34,swap_in,in,Wrapped BNB,WBNB,0.01264616831,3.64
W25,bsc,2023-03-06 20:27:34,swap_out,out,CryptoZoon,ZOON,5185.538019,3.61
W25,bsc,2023-03-06 20:27:34,swap_out,out,CryptoZoon,ZOON,105.8273065,0.07
W25,bsc,2023-03-06 20:41:49,swap_in,in,Wrapped BNB,WBNB,0.01407148711,4.05
W25,bsc,2023-03-06 20:41:49,swap_out,out,CryptoZoon,ZOON,5769.791226,4.01
W25,bsc,2023-03-06 20:41:49,swap_out,out,CryptoZoon,ZOON,117.7508413,0.08
W25,bsc,2023-03-06 21:02:48,swap_in,in,Wrapped BNB,WBNB,0.01097267706,3.15
W25,bsc,2023-03-06 21:02:48,swap_out,out,CryptoZoon,ZOON,4499.029675,3.08
W25,bsc,2023-03-06 21:02:48,swap_out,out,CryptoZoon,ZOON,91.81693214,0.06
W25,bsc,2023-03-06 21:10:21,swap_in,in,Wrapped BNB,WBNB,0.009601092425,2.76
W25,bsc,2023-03-06 21:10:21,swap_out,out,CryptoZoon,ZOON,3936.547905,2.70
W25,bsc,2023-03-06 21:10:21,swap_out,out,CryptoZoon,ZOON,80.33771236,0.06
W25,bsc,2023-03-07 3:16:39,swap_out,out,Wrapped BNB,WBNB,0.01260365133,3.64
W25,bsc,2023-03-07 3:16:39,swap_in,in,CryptoZoon,ZOON,5299.575059,3.67
W25,bsc,2023-03-07 3:22:06,swap_out,out,Wrapped BNB,WBNB,0.1807015774,52.22
W25,bsc,2023-03-07 3:22:06,swap_in,in,CryptoZoon,ZOON,76000,52.57
W25,bsc,2023-03-07 3:23:00,swap_out,out,Wrapped BNB,WBNB,0.01806557149,5.22
W25,bsc,2023-03-07 3:23:00,swap_in,in,CryptoZoon,ZOON,7600,5.26
W25,bsc,2023-03-07 7:45:17,swap_out,out,Wrapped BNB,WBNB,0.2198121178,63.26
W25,bsc,2023-03-07 7:45:17,swap_in,in,CryptoZoon,ZOON,92500.74,63.30
W25,bsc,2023-03-08 15:33:11,swap_in,in,Wrapped BNB,WBNB,0.04601099864,13.24
W25,bsc,2023-03-08 15:33:11,swap_out,out,CryptoZoon,ZOON,385.3963569,0.26
W25,bsc,2023-03-08 15:33:11,swap_out,out,CryptoZoon,ZOON,18884.42149,12.55
W25,bsc,2023-03-08 15:39:32,swap_in,in,Wrapped BNB,WBNB,0.02567383884,7.39
W25,bsc,2023-03-08 15:39:32,swap_out,out,CryptoZoon,ZOON,215.0290373,0.14
W25,bsc,2023-03-08 15:39:32,swap_out,out,CryptoZoon,ZOON,10536.42283,7.00
W25,bsc,2023-03-09 12:19:54,swap_out,out,Wrapped BNB,WBNB,0.5477112333,158.33
W25,bsc,2023-03-09 12:19:54,swap_in,in,CryptoZoon,ZOON,230670.0507,157.52
W25,bsc,2023-03-09 20:22:47,swap_in,in,Wrapped BNB,WBNB,1.109076055,310.33
W25,bsc,2023-03-09 20:22:47,swap_out,out,CryptoZoon,ZOON,454911.5995,309.64
W25,bsc,2023-03-09 20:22:47,swap_out,out,CryptoZoon,ZOON,9283.910195,6.32
W25,bsc,2023-03-09 20:24:35,swap_in,in,Wrapped BNB,WBNB,0.2091838764,58.53
W25,bsc,2023-03-09 20:24:35,swap_out,out,CryptoZoon,ZOON,85657.35234,58.30
W25,bsc,2023-03-09 20:24:35,swap_out,out,CryptoZoon,ZOON,1748.109232,1.19
W25,bsc,2023-03-09 20:25:50,swap_in,in,Wrapped BNB,WBNB,0.2240760339,62.70
W25,bsc,2023-03-09 20:25:50,swap_out,out,CryptoZoon,ZOON,91704.92004,62.42
W25,bsc,2023-03-09 20:25:50,swap_out,out,CryptoZoon,ZOON,1871.52898,1.27
W25,bsc,2023-03-09 20:54:34,swap_in,in,Wrapped BNB,WBNB,0.2031208064,56.84
W25,bsc,2023-03-09 20:54:34,swap_out,out,CryptoZoon,ZOON,83125.35203,56.58
