wallet,chain,time,transfer_type,transfer_method,token_name,token_symbol,amount,amount_usd
W25,bsc,2023-01-21 20:14:14,swap_out,out,Wrapped BNB,WBNB,0.01231608891,3.75
W25,bsc,2023-01-21 20:14:14,swap_in,in,CryptoZoon,ZOON,4510.523482,3.39
W25,bsc,2023-01-22 4:49:58,swap_out,out,Wrapped BNB,WBNB,0.008520461194,2.56
W25,bsc,2023-01-22 4:49:58,swap_in,in,CryptoZoon,ZOON,3120.527483,2.33
W25,bsc,2023-01-22 10:52:50,swap_in,in,Wrapped BNB,WBNB,0.0031,0.94
W25,bsc,2023-01-22 10:52:50,swap_out,out,CryptoZoon,ZOON,22.59358886,0.02
W25,bsc,2023-01-22 10:52:50,swap_out,out,CryptoZoon,ZOON,1107.085854,0.83
W25,bsc,2023-01-22 13:57:51,swap_in,in,Wrapped BNB,WBNB,0.01644266315,4.98
W25,bsc,2023-01-22 13:57:51,swap_out,out,CryptoZoon,ZOON,119.8355343,0.09
W25,bsc,2023-01-22 13:57:51,swap_out,out,CryptoZoon,ZOON,5871.94118,4.37
W25,bsc,2023-01-22 13:59:33,swap_out,out,Wrapped BNB,WBNB,0.002594018713,0.79
W25,bsc,2023-01-22 13:59:33,swap_in,in,CryptoZoon,ZOON,950,0.71
W25,bsc,2023-01-22 14:28:41,swap_in,in,Wrapped BNB,WBNB,0.120011125,36.47
W25,bsc,2023-01-22 14:28:41,swap_out,out,CryptoZoon,ZOON,874.515151,0.66
W25,bsc,2023-01-22 14:28:41,swap_out,out,CryptoZoon,ZOON,42851.2424,32.18
W25,bsc,2023-01-22 20:34:33,swap_out,out,Wrapped BNB,WBNB,0.04220175841,12.85
W25,bsc,2023-01-22 20:34:33,swap_in,in,CryptoZoon,ZOON,15451.84679,11.43
W25,bsc,2023-01-22 22:59:37,swap_out,out,Wrapped BNB,WBNB,0.3540780485,106.90
W25,bsc,2023-01-22 22:59:37,swap_in,in,CryptoZoon,ZOON,129704.0597,95.31
W25,bsc,2023-01-23 11:00:27,swap_in,in,Wrapped BNB,WBNB,0.3374545267,103.29
W25,bsc,2023-01-23 11:00:27,swap_out,out,CryptoZoon,ZOON,120540,89.77
W25,bsc,2023-01-23 11:00:27,swap_out,out,CryptoZoon,ZOON,2460,1.83
W25,bsc,2023-01-23 19:12:30,swap_in,in,Wrapped BNB,WBNB,0.006861640812,2.10
W25,bsc,2023-01-23 19:12:30,swap_out,out,CryptoZoon,ZOON,50,0.04
W25,bsc,2023-01-23 19:12:30,swap_out,out,CryptoZoon,ZOON,2450,1.82
W25,bsc,2023-01-24 1:50:25,swap_out,out,Wrapped BNB,WBNB,0.3107720811,95.07
W25,bsc,2023-01-24 1:50:25,swap_in,in,CryptoZoon,ZOON,113837.455,84.70
W25,bsc,2023-01-24 2:27:17,swap_out,out,Wrapped BNB,WBNB,0.1993040478,62.37
W25,bsc,2023-01-24 2:27:17,swap_in,in,CryptoZoon,ZOON,73050.497,54.73
W25,bsc,2023-01-24 2:43:30,swap_out,out,Wrapped BNB,WBNB,1.043582479,326.56
W25,bsc,2023-01-24 2:43:30,swap_in,in,CryptoZoon,ZOON,383068.6435,287.00
W25,bsc,2023-01-24 3:29:12,swap_out,out,Wrapped BNB,WBNB,0.7320582232,232.54
W25,bsc,2023-01-24 3:29:12,swap_in,in,CryptoZoon,ZOON,269286.9003,201.69
W25,bsc,2023-01-24 3:54:07,swap_out,out,Wrapped BNB,WBNB,0.3119079694,99.08
W25,bsc,2023-01-24 3:54:07,swap_in,in,CryptoZoon,ZOON,114878.1515,86.04
W25,bsc,2023-01-24 19:44:41,swap_out,out,Wrapped BNB,WBNB,0.02065361829,6.42
W25,bsc,2023-01-24 19:44:41,swap_in,in,CryptoZoon,ZOON,7609.913982,5.51
W25,bsc,2023-01-24 21:16:35,swap_out,out,Wrapped BNB,WBNB,0.005500091902,1.70
W25,bsc,2023-01-24 21:16:35,swap_in,in,CryptoZoon,ZOON,2026.595724,1.47
W25,bsc,2023-01-25 2:23:21,swap_in,in,Wrapped BNB,WBNB,0.005455153479,1.62
W25,bsc,2023-01-25 2:23:21,swap_out,out,CryptoZoon,ZOON,1960,1.44
W25,bsc,2023-01-25 2:23:21,swap_out,out,CryptoZoon,ZOON,40,0.03
W25,bsc,2023-01-25 8:51:06,swap_out,out,Wrapped BNB,WBNB,0.2056136004,62.42
W25,bsc,2023-01-25 8:51:06,swap_in,in,CryptoZoon,ZOON,75779.676,55.86
W25,bsc,2023-01-25 18:29:49,swap_out,out,Wrapped BNB,WBNB,0.3677695737,110.78
W25,bsc,2023-01-25 18:29:49,swap_in,in,CryptoZoon,ZOON,135635.7202,96.34
W25,bsc,2023-01-25 21:37:10,swap_out,out,Wrapped BNB,WBNB,0.2422054013,73.74
W25,bsc,2023-01-25 21:37:10,swap_in,in,CryptoZoon,ZOON,89392.017,62.93
W25,bsc,2023-01-26 2:20:53,swap_out,out,Wrapped BNB,WBNB,0.007391676366,2.27
W25,bsc,2023-01-26 2:20:53,swap_in,in,CryptoZoon,ZOON,2728.899662,1.95
W25,bsc,2023-01-26 8:47:05,swap_out,out,Wrapped BNB,WBNB,0.05939226425,18.20
W25,bsc,2023-01-26 8:47:05,swap_in,in,CryptoZoon,ZOON,21928.51107,16.08
W25,bsc,2023-01-26 13:01:08,swap_out,out,Wrapped BNB,WBNB,0.02538884316,7.78
W25,bsc,2023-01-26 13:01:08,swap_in,in,CryptoZoon,ZOON,9374.8907,7.37
W25,bsc,2023-01-26 18:06:42,swap_out,out,Wrapped BNB,WBNB,0.03283192782,9.99
W25,bsc,2023-01-26 18:06:42,swap_in,in,CryptoZoon,ZOON,12124.11112,8.94
W25,bsc,2023-01-26 18:28:16,swap_out,out,Wrapped BNB,WBNB,0.001543592734,0.47
W25,bsc,2023-01-26 18:28:16,swap_in,in,CryptoZoon,ZOON,570.0384074,0.42
W25,bsc,2023-01-27 2:17:14,swap_out,out,Wrapped BNB,WBNB,0.01131310533,3.40
W25,bsc,2023-01-27 2:17:14,swap_in,in,CryptoZoon,ZOON,4177.91781,3.18
W25,bsc,2023-01-27 8:22:01,swap_in,in,Wrapped BNB,WBNB,0.02620573,8.02
W25,bsc,2023-01-27 8:22:01,swap_out,out,CryptoZoon,ZOON,9436.664913,7.19
W25,bsc,2023-01-27 8:22:01,swap_out,out,CryptoZoon,ZOON,192.5849982,0.15
W25,bsc,2023-01-27 11:05:55,swap_in,in,Wrapped BNB,WBNB,0.00099125,0.30
W25,bsc,2023-01-27 11:05:55,swap_out,out,CryptoZoon,ZOON,7.284425229,0.01
W25,bsc,2023-01-27 11:05:55,swap_out,out,CryptoZoon,ZOON,356.9368362,0.27
W25,bsc,2023-01-27 18:44:02,swap_out,out,Wrapped BNB,WBNB,0.02427581278,7.48
W25,bsc,2023-01-27 18:44:02,swap_in,in,CryptoZoon,ZOON,8964.831668,6.86
W25,bsc,2023-01-28 9:00:37,swap_out,out,Wrapped BNB,WBNB,0.05390156569,16.59
W25,bsc,2023-01-28 9:00:37,swap_in,in,CryptoZoon,ZOON,19907.20614,13.59
W25,bsc,2023-01-28 9:35:54,swap_out,out,Wrapped BNB,WBNB,0.05134230997,15.80
W25,bsc,2023-01-28 9:35:54,swap_in,in,CryptoZoon,ZOON,18964.39481,12.94
W25,bsc,2023-01-28 13:49:36,swap_in,in,Wrapped BNB,WBNB,0.004081100443,1.25
W25,bsc,2023-01-28 13:49:36,swap_out,out,CryptoZoon,ZOON,1470,1.09
W25,bsc,2023-01-28 13:49:36,swap_out,out,CryptoZoon,ZOON,30,0.02
W25,bsc,2023-01-28 16:02:03,swap_out,out,Wrapped BNB,WBNB,0.2941855129,90.24
W25,bsc,2023-01-28 16:02:03,swap_in,in,CryptoZoon,ZOON,108707.607,80.65
W25,bsc,2023-01-28 16:33:20,swap_out,out,Wrapped BNB,WBNB,0.002895422531,0.89
W25,bsc,2023-01-28 16:33:20,swap_in,in,CryptoZoon,ZOON,1070.298929,0.79
W25,bsc,2023-01-28 18:31:06,swap_out,out,Wrapped BNB,WBNB,0.3169569958,97.03
W25,bsc,2023-01-28 18:31:06,swap_in,in,CryptoZoon,ZOON,117208.5965,85.36
W25,bsc,2023-01-28 23:20:35,swap_out,out,Wrapped BNB,WBNB,0.05799377866,17.70
W25,bsc,2023-01-28 23:20:35,swap_in,in,CryptoZoon,ZOON,21455.34586,16.04
W25,bsc,2023-01-29 10:04:37,swap_out,out,Wrapped BNB,WBNB,0.06195330495,19.29
W25,bsc,2023-01-29 10:04:37,swap_in,in,CryptoZoon,ZOON,22923.5,16.44
W25,bsc,2023-01-29 10:21:07,swap_out,out,Wrapped BNB,WBNB,0.1025671802,31.94
W25,bsc,2023-01-29 10:21:07,swap_in,in,CryptoZoon,ZOON,37958.61418,27.22
W25,bsc,2023-01-29 10:24:16,swap_out,out,Wrapped BNB,WBNB,1.011746574,315.06
W25,bsc,2023-01-29 10:24:16,swap_in,in,CryptoZoon,ZOON,374932.1044,268.89
W25,bsc,2023-01-29 10:44:46,swap_out,out,Wrapped BNB,WBNB,0.02019889723,6.29
W25,bsc,2023-01-29 10:44:46,swap_in,in,CryptoZoon,ZOON,7494.556494,5.37
W25,bsc,2023-01-29 14:55:10,swap_out,out,Wrapped BNB,WBNB,0.1201561238,37.81
W25,bsc,2023-01-29 14:55:10,swap_in,in,CryptoZoon,ZOON,44589.9695,32.26
W25,bsc,2023-01-29 14:56:13,swap_out,out,Wrapped BNB,WBNB,0.6278154415,197.57
W25,bsc,2023-01-29 14:56:13,swap_in,in,CryptoZoon,ZOON,233191.3225,168.69
W25,bsc,2023-01-29 15:00:37,swap_out,out,Wrapped BNB,WBNB,0.004036677632,1.29
W25,bsc,2023-01-29 15:00:37,swap_in,in,CryptoZoon,ZOON,1500.4927,1.10
W25,bsc,2023-01-29 15:10:25,swap_out,out,Wrapped BNB,WBNB,0.1472759976,46.92
W25,bsc,2023-01-29 15:10:25,swap_in,in,CryptoZoon,ZOON,54754.5895,40.17
W25,bsc,2023-01-29 15:13:13,swap_out,out,Wrapped BNB,WBNB,0.545027091,173.64
W25,bsc,2023-01-29 15:13:13,swap_in,in,CryptoZoon,ZOON,202799.635,148.79
W25,bsc,2023-01-29 16:44:17,swap_out,out,Wrapped BNB,WBNB,0.3059659431,97.44
W25,bsc,2023-01-29 16:44:17,swap_in,in,CryptoZoon,ZOON,113963.539,85.58
W25,bsc,2023-01-29 17:56:15,swap_out,out,Wrapped BNB,WBNB,0.0002622148859,0.08
W25,bsc,2023-01-29 17:56:15,swap_in,in,CryptoZoon,ZOON,97.70348703,0.07
W25,bsc,2023-01-30 11:17:27,swap_out,out,Wrapped BNB,WBNB,0.008823240226,2.71
W25,bsc,2023-01-30 11:17:27,swap_in,in,CryptoZoon,ZOON,3287.649855,2.47
W25,bsc,2023-01-30 13:42:40,swap_out,out,Wrapped BNB,WBNB,0.002498540066,0.77
W25,bsc,2023-01-30 13:42:40,swap_in,in,CryptoZoon,ZOON,931,0.69
W25,bsc,2023-01-30 15:00:29,swap_out,out,Wrapped BNB,WBNB,0.003975001234,1.23
W25,bsc,2023-01-30 15:00:29,swap_in,in,CryptoZoon,ZOON,1481.166927,1.11
W25,bsc,2023-01-31 1:22:12,swap_out,out,Wrapped BNB,WBNB,0.01242082256,3.81
W25,bsc,2023-01-31 1:22:12,swap_in,in,CryptoZoon,ZOON,4628.344121,3.52
W25,bsc,2023-01-31 2:39:08,swap_in,in,Wrapped BNB,WBNB,0.03391086458,10.52
W25,bsc,2023-01-31 2:39:08,swap_out,out,CryptoZoon,ZOON,12321.25362,9.40
W25,bsc,2023-01-31 2:39:08,swap_out,out,CryptoZoon,ZOON,251.4541556,0.19
W25,bsc,2023-01-31 2:47:00,swap_in,in,Wrapped BNB,WBNB,0.0161225523,5.00
W25,bsc,2023-01-31 2:47:00,swap_out,out,CryptoZoon,ZOON,119.5439792,0.09
W25,bsc,2023-01-31 2:47:00,swap_out,out,CryptoZoon,ZOON,5857.654982,4.47
W25,bsc,2023-01-31 3:00:16,swap_out,out,Wrapped BNB,WBNB,0.01493516079,4.62
W25,bsc,2023-01-31 3:00:16,swap_in,in,CryptoZoon,ZOON,5564.772233,4.20
W25,bsc,2023-01-31 3:53:10,swap_in,in,Wrapped BNB,WBNB,0.01580013869,4.89
W25,bsc,2023-01-31 3:53:10,swap_out,out,CryptoZoon,ZOON,117.1530996,0.09
W25,bsc,2023-01-31 3:53:10,swap_out,out,CryptoZoon,ZOON,5740.501883,4.34
W25,bsc,2023-01-31 3:54:10,swap_out,out,Wrapped BNB,WBNB,0.007139192095,2.21
W25,bsc,2023-01-31 3:54:10,swap_in,in,CryptoZoon,ZOON,2660,2.01
W25,bsc,2023-01-31 3:57:58,swap_out,out,Wrapped BNB,WBNB,0.01463624088,4.53
W25,bsc,2023-01-31 3:57:58,swap_in,in,CryptoZoon,ZOON,5453.476789,4.12
W25,bsc,2023-01-31 5:22:43,swap_out,out,Wrapped BNB,WBNB,0.01883601887,5.90
W25,bsc,2023-01-31 5:22:43,swap_in,in,CryptoZoon,ZOON,7018.6,5.29
W25,bsc,2023-01-31 6:43:12,swap_out,out,Wrapped BNB,WBNB,0.01031899054,3.21
W25,bsc,2023-01-31 6:43:12,swap_in,in,CryptoZoon,ZOON,3845.154555,2.93
W25,bsc,2023-01-31 12:54:42,swap_out,out,Wrapped BNB,WBNB,0.01184635807,3.67
W25,bsc,2023-01-31 12:54:42,swap_in,in,CryptoZoon,ZOON,4414.413403,3.36
W25,bsc,2023-01-31 15:42:12,swap_in,in,Wrapped BNB,WBNB,0.0053940213,1.68
W25,bsc,2023-01-31 15:42:12,swap_out,out,CryptoZoon,ZOON,40,0.03
W25,bsc,2023-01-31 15:42:12,swap_out,out,CryptoZoon,ZOON,1960,1.50
W25,bsc,2023-02-01 3:06:13,swap_out,out,Wrapped BNB,WBNB,0.01019740257,3.19
W25,bsc,2023-02-01 3:06:13,swap_in,in,CryptoZoon,ZOON,3800,2.88
W25,bsc,2023-02-01 9:27:35,swap_out,out,Wrapped BNB,WBNB,0.01882424752,5.78
W25,bsc,2023-02-01 9:27:35,swap_in,in,CryptoZoon,ZOON,7014.985669,5.29
W25,bsc,2023-02-01 15:18:07,swap_out,out,Wrapped BNB,WBNB,0.004224111253,1.31
W25,bsc,2023-02-01 15:18:07,swap_in,in,CryptoZoon,ZOON,1574.187801,1.07
W25,bsc,2023-02-02 0:47:34,swap_out,out,Wrapped BNB,WBNB,0.3728826139,118.25
W25,bsc,2023-02-02 0:47:34,swap_in,in,CryptoZoon,ZOON,139024.0146,92.65
W25,bsc,2023-02-02 3:22:14,swap_out,out,Wrapped BNB,WBNB,0.5652901241,181.68
W25,bsc,2023-02-02 3:22:14,swap_in,in,CryptoZoon,ZOON,210998.116,137.81
W25,bsc,2023-02-02 5:10:05,swap_out,out,Wrapped BNB,WBNB,0.2140187965,70.41
W25,bsc,2023-02-02 5:10:05,swap_in,in,CryptoZoon,ZOON,79958.783,52.08
W25,bsc,2023-02-02 11:21:59,swap_in,in,Wrapped BNB,WBNB,0.3024095978,99.55
W25,bsc,2023-02-02 11:21:59,swap_out,out,CryptoZoon,ZOON,2248.123739,1.50
W25,bsc,2023-02-02 11:21:59,swap_out,out,CryptoZoon,ZOON,110158.0632,73.67
W25,bsc,2023-02-02 12:09:54,swap_in,in,Wrapped BNB,WBNB,0.01797362404,5.93
W25,bsc,2023-02-02 12:09:54,swap_out,out,CryptoZoon,ZOON,6544.693316,4.34
W25,bsc,2023-02-02 12:09:54,swap_out,out,CryptoZoon,ZOON,133.5651697,0.09
W25,bsc,2023-02-02 13:11:14,swap_out,out,Wrapped BNB,WBNB,0.08820672277,29.25
W25,bsc,2023-02-02 13:11:14,swap_in,in,CryptoZoon,ZOON,32941.25,21.86
W25,bsc,2023-02-02 15:28:47,swap_out,out,Wrapped BNB,WBNB,0.006235540077,2.04
W25,bsc,2023-02-02 15:28:47,swap_in,in,CryptoZoon,ZOON,2328.958923,1.63
W25,bsc,2023-02-03 1:55:11,swap_out,out,Wrapped BNB,WBNB,0.03496414802,11.42
W25,bsc,2023-02-03 1:55:11,swap_in,in,CryptoZoon,ZOON,13059.66987,9.68
W25,bsc,2023-02-03 9:23:46,swap_in,in,Wrapped BNB,WBNB,0.1665727598,53.80
W25,bsc,2023-02-03 9:23:46,swap_out,out,CryptoZoon,ZOON,60628.81,44.83
W25,bsc,2023-02-03 9:23:46,swap_out,out,CryptoZoon,ZOON,1237.322653,0.91
W25,bsc,2023-02-03 12:16:50,swap_out,out,Wrapped BNB,WBNB,0.1941450661,63.80
W25,bsc,2023-02-03 12:16:50,swap_in,in,CryptoZoon,ZOON,72507.28825,55.85
W25,bsc,2023-02-03 13:42:12,swap_out,out,Wrapped BNB,WBNB,0.001263298968,0.42
W25,bsc,2023-02-03 13:42:12,swap_in,in,CryptoZoon,ZOON,471.9148064,0.36
W25,bsc,2023-02-03 17:57:02,swap_in,in,Wrapped BNB,WBNB,0.006726042021,2.23
W25,bsc,2023-02-03 17:57:02,swap_out,out,CryptoZoon,ZOON,2450,1.93
W25,bsc,2023-02-03 17:57:02,swap_out,out,CryptoZoon,ZOON,50,0.04
W25,bsc,2023-02-03 21:02:29,swap_in,in,Wrapped BNB,WBNB,0.04806994053,15.84
W25,bsc,2023-02-03 21:02:29,swap_in,in,Wrapped BNB,WBNB,2.099241302,691.86
W25,bsc,2023-02-03 21:02:29,swap_in,in,Wrapped BNB,WBNB,0.08607615678,28.37
W25,bsc,2023-02-03 21:02:29,swap_in,in,Wrapped BNB,WBNB,1.686958323,555.98
W25,bsc,2023-02-03 21:02:29,swap_in,in,Wrapped BNB,WBNB,0.595988038,196.42
W25,bsc,2023-02-03 21:02:29,swap_out,out,Wrapped BNB,WBNB,46.32806751,15268.70
W25,bsc,2023-02-03 21:02:29,swap_in,in,CryptoZoon,ZOON,18325500,14349.68
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,19630.72495,15.37
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,400.6270399,0.31
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,17365.01922,13.60
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,850885.9419,666.28
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,717.5034432,0.56
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,35157.66872,27.53
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,687061.37,538.00
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,14021.66061,10.98
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,240869.9135,188.61
W25,bsc,2023-02-03 21:02:29,swap_out,out,CryptoZoon,ZOON,4915.71252,3.85
W25,bsc,2023-02-03 21:02:32,swap_in,in,Wrapped BNB,WBNB,0.4497749283,148.24
W25,bsc,2023-02-03 21:02:32,swap_out,out,CryptoZoon,ZOON,181537.5915,142.15
W25,bsc,2023-02-03 21:02:32,swap_out,out,CryptoZoon,ZOON,3704.848805,2.90
W25,bsc,2023-02-03 21:13:47,swap_out,out,Wrapped BNB,WBNB,0.003012156372,0.99
W25,bsc,2023-02-03 21:13:47,swap_in,in,CryptoZoon,ZOON,1246.096562,0.98
W25,bsc,2023-02-04 8:54:32,swap_in,in,Wrapped BNB,WBNB,0.01053801257,3.46
W25,bsc,2023-02-04 8:54:32,swap_out,out,CryptoZoon,ZOON,4250.897848,3.20
W25,bsc,2023-02-04 8:54:32,swap_out,out,CryptoZoon,ZOON,86.75301731,0.07
W25,bsc,2023-02-04 13:05:16,swap_in,in,Wrapped BNB,WBNB,0.002998208949,0.99
W25,bsc,2023-02-04 13:05:16,swap_out,out,CryptoZoon,ZOON,24.682,0.02
W25,bsc,2023-02-04 13:05:16,swap_out,out,CryptoZoon,ZOON,1209.418,0.91
W25,bsc,2023-02-04 18:34:21,swap_out,out,Wrapped BNB,WBNB,0.05294150588,17.58
W25,bsc,2023-02-04 18:34:21,swap_in,in,CryptoZoon,ZOON,21902.12977,16.42
W25,bsc,2023-02-05 8:20:57,swap_in,in,Wrapped BNB,WBNB,0.01427425584,4.74
W25,bsc,2023-02-05 8:20:57,swap_out,out,CryptoZoon,ZOON,5758.5976,4.16
W25,bsc,2023-02-05 8:20:57,swap_out,out,CryptoZoon,ZOON,117.5224,0.08
W25,bsc,2023-02-05 21:08:40,swap_in,in,Wrapped BNB,WBNB,0.0003,0.10
W25,bsc,2023-02-05 21:08:40,swap_out,out,CryptoZoon,ZOON,2.469906038,0.00
W25,bsc,2023-02-05 21:08:40,swap_out,out,CryptoZoon,ZOON,121.0253959,0.08
W25,bsc,2023-02-06 14:11:36,swap_in,in,Wrapped BNB,WBNB,0.000099125,0.03
W25,bsc,2023-02-06 14:11:36,swap_out,out,CryptoZoon,ZOON,39.98878772,0.00
W25,bsc,2023-02-06 14:11:36,swap_out,out,CryptoZoon,ZOON,0.8160977086,0.00
W25,bsc,2023-02-07 8:28:53,swap_out,out,Wrapped BNB,WBNB,0.2766940427,90.99
W25,bsc,2023-02-07 8:28:53,swap_in,in,CryptoZoon,ZOON,114513,0.00
W25,bsc,2023-02-07 12:28:38,swap_out,out,Wrapped BNB,WBNB,0.5105677411,168.67
W25,bsc,2023-02-07 12:28:38,swap_in,in,CryptoZoon,ZOON,211514.9275,0.00
W25,bsc,2023-02-07 14:13:35,swap_in,in,Wrapped BNB,WBNB,0.3031667387,99.71
W25,bsc,2023-02-07 14:13:35,swap_out,out,CryptoZoon,ZOON,122500,0.00
W25,bsc,2023-02-07 14:13:35,swap_out,out,CryptoZoon,ZOON,2500,0.00
W25,bsc,2023-02-07 15:43:33,swap_out,out,Wrapped BNB,WBNB,0.2808466859,92.39
W25,bsc,2023-02-07 15:43:33,swap_in,in,CryptoZoon,ZOON,116375,0.00
W25,bsc,2023-02-07 16:24:17,swap_in,in,Wrapped BNB,WBNB,0.3031833011,99.37
W25,bsc,2023-02-07 16:24:17,swap_out,out,CryptoZoon,ZOON,122500,0.00
W25,bsc,2023-02-07 16:24:17,swap_out,out,CryptoZoon,ZOON,2500,0.00
W25,bsc,2023-02-07 17:14:13,swap_in,in,Wrapped BNB,WBNB,0.02414206084,7.94
W25,bsc,2023-02-07 17:14:13,swap_out,out,CryptoZoon,ZOON,9750.466676,0.00
W25,bsc,2023-02-07 17:14:13,swap_out,out,CryptoZoon,ZOON,198.9891158,0.00
W25,bsc,2023-02-07 17:18:01,swap_in,in,Wrapped BNB,WBNB,0.02414353295,7.94
W25,bsc,2023-02-07 17:18:01,swap_out,out,CryptoZoon,ZOON,9750.466658,0.00
W25,bsc,2023-02-07 17:18:01,swap_out,out,CryptoZoon,ZOON,198.9891155,0.00
W25,bsc,2023-02-07 17:41:25,swap_out,out,Wrapped BNB,WBNB,0.2808962775,92.33
W25,bsc,2023-02-07 17:41:25,swap_in,in,CryptoZoon,ZOON,116375,0.00
W25,bsc,2023-02-07 19:50:33,swap_out,out,Wrapped BNB,WBNB,0.130165666,42.63
W25,bsc,2023-02-07 19:50:33,swap_in,in,CryptoZoon,ZOON,53955.57444,0.00
W25,bsc,2023-02-07 20:11:24,swap_out,out,Wrapped BNB,WBNB,0.022821245,7.54
W25,bsc,2023-02-07 20:11:24,swap_in,in,CryptoZoon,ZOON,9461.574954,0.00
W25,bsc,2023-02-08 1:58:02,swap_out,out,Wrapped BNB,WBNB,0.709673432,237.14
W25,bsc,2023-02-08 1:58:02,swap_in,in,CryptoZoon,ZOON,294500,0.00
W25,bsc,2023-02-08 2:43:19,swap_in,in,Wrapped BNB,WBNB,0.01209854156,4.03
W25,bsc,2023-02-08 2:43:19,swap_out,out,CryptoZoon,ZOON,4900,0.00
W25,bsc,2023-02-08 2:43:19,swap_out,out,CryptoZoon,ZOON,100,0.00
W25,bsc,2023-02-08 5:11:01,swap_in,in,Wrapped BNB,WBNB,0.02,6.64
W25,bsc,2023-02-08 5:11:01,swap_out,out,CryptoZoon,ZOON,8099.82119,0.00
W25,bsc,2023-02-08 5:11:01,swap_out,out,CryptoZoon,ZOON,165.3024733,0.00
W25,bsc,2023-02-08 12:14:39,swap_out,out,Wrapped BNB,WBNB,0.009903361303,3.28
W25,bsc,2023-02-08 12:14:39,swap_in,in,CryptoZoon,ZOON,4113.112829,0.00
W25,bsc,2023-02-08 12:45:04,swap_in,in,Wrapped BNB,WBNB,0.6,198.93
W25,bsc,2023-02-08 12:45:04,swap_out,out,CryptoZoon,ZOON,242810.5797,0.00
W25,bsc,2023-02-08 12:45:04,swap_out,out,CryptoZoon,ZOON,4955.317953,0.00
W25,bsc,2023-02-08 14:17:25,swap_in,in,Wrapped BNB,WBNB,0.008482272606,2.82
W25,bsc,2023-02-08 14:17:25,swap_out,out,CryptoZoon,ZOON,70,0.00
W25,bsc,2023-02-08 14:17:25,swap_out,out,CryptoZoon,ZOON,3430,0.00
W25,bsc,2023-02-08 15:17:15,swap_out,out,Wrapped BNB,WBNB,0.02422549797,8.00
W25,bsc,2023-02-08 15:17:15,swap_in,in,CryptoZoon,ZOON,10046.421,0.00
W25,bsc,2023-02-08 15:43:35,swap_in,in,Wrapped BNB,WBNB,0.2538953166,83.85
W25,bsc,2023-02-08 15:43:35,swap_out,out,CryptoZoon,ZOON,2093.657714,0.00
W25,bsc,2023-02-08 15:43:35,swap_out,out,CryptoZoon,ZOON,102589.228,0.00
W25,bsc,2023-02-08 23:59:07,swap_in,in,Wrapped BNB,WBNB,0.001747899604,0.57
W25,bsc,2023-02-08 23:59:07,swap_out,out,CryptoZoon,ZOON,14.416,0.00
W25,bsc,2023-02-08 23:59:07,swap_out,out,CryptoZoon,ZOON,706.384,0.00
W25,bsc,2023-02-09 10:19:19,swap_in,in,Wrapped BNB,WBNB,0.07860357957,25.29
W25,bsc,2023-02-09 10:19:19,swap_out,out,CryptoZoon,ZOON,648.2262082,0.00
W25,bsc,2023-02-09 10:19:19,swap_out,out,CryptoZoon,ZOON,31763.0842,0.00
W25,bsc,2023-02-09 16:55:52,swap_in,in,Wrapped BNB,WBNB,1.453703688,464.50
W25,bsc,2023-02-09 16:55:52,swap_out,out,Wrapped BNB,WBNB,2.022720127,646.32
W25,bsc,2023-02-09 16:55:52,swap_in,in,CryptoZoon,ZOON,840298.3171,0.00
W25,bsc,2023-02-09 16:55:52,swap_out,out,CryptoZoon,ZOON,12020.69224,0.00
W25,bsc,2023-02-09 16:55:52,swap_out,out,CryptoZoon,ZOON,589013.92,0.00
W25,bsc,2023-02-09 19:32:55,swap_in,in,Wrapped BNB,WBNB,0.1806601147,57.17
W25,bsc,2023-02-09 19:32:55,swap_out,out,CryptoZoon,ZOON,73085.44335,0.00
W25,bsc,2023-02-09 19:32:55,swap_out,out,CryptoZoon,ZOON,1491.53966,0.00
W25,bsc,2023-02-09 19:32:58,swap_in,in,Wrapped BNB,WBNB,0.3096148275,97.98
W25,bsc,2023-02-09 19:32:58,swap_out,out,CryptoZoon,ZOON,125113.37,0.00
W25,bsc,2023-02-09 19:32:58,swap_out,out,CryptoZoon,ZOON,2553.334082,0.00
W25,bsc,2023-02-09 21:28:50,swap_in,in,Wrapped BNB,WBNB,0.2913483949,90.18
W25,bsc,2023-02-09 21:28:50,swap_out,out,CryptoZoon,ZOON,2400.871306,0.00
W25,bsc,2023-02-09 21:28:50,swap_out,out,CryptoZoon,ZOON,117642.694,0.00
W25,bsc,2023-02-09 21:31:26,swap_in,in,Wrapped BNB,WBNB,0.1195086824,36.99
W25,bsc,2023-02-09 21:31:26,swap_out,out,CryptoZoon,ZOON,48231.01,0.00
